Unnamed: 0,title,duration,album,date,artist,genre,style,id,country,source,lyrics,language,clean_lyrics,sentiment_score,year,month,day
300,I Dont Want To Be Human,213.0,Trinitron,2008,Plug Plug,Rock,"Post-Punk, Post Rock, Experimental, Punk",3073799,Peru,discogs,"1 ContributorI Don’t Want to Be Human LyricsI don't want to feel
Quiero seguir mi instinto
I don't want to be human
I don't want to dream
Mi vida es solo un sueño
I don't want to be human

I don't want to be rich
I don't want to be pobre
I don't want to be human
I don't want to be a man
I don't want to be woman
I don't want to be human",en,I don't want to feel Quiero seguir mi instinto I don't want to be human I don't want to dream Mi vida es solo un sueño I don't want to be human I don't want to be rich I don't want to be pobre I don't want to be human I don't want to be a man I don't want to be woman I don't want to be human,-0.9958145022392272,2008.0,,
301,Radio Station,128.0,Trinitron,2008,Plug Plug,Rock,"Post-Punk, Post Rock, Experimental, Punk",3073799,Peru,discogs,"1 ContributorRadiostation LyricsI need my own radiostation
I need my own radiostation
I need my own radiostation
I need my own radiostation

Rezé a todos los santos
Le escribí a Papá Noel
I need my own radiostation
Rezé a todos los santos
Le escribí a Papá Noel
I need my own radiostation

Hey! What!
I need my own radiostation
Hey! What!
I need my own radiostation
Hey! What!
I need my own radiostation
Hey! What!
I need my own radiostation",en,I need my own radiostation I need my own radiostation I need my own radiostation I need my own radiostation Rezé a todos los santos Le escribí a Papá Noel I need my own radiostation Rezé a todos los santos Le escribí a Papá Noel I need my own radiostation Hey! What! I need my own radiostation Hey! What! I need my own radiostation Hey! What! I need my own radiostation Hey! What! I need my own radiostation,-0.9989790916442872,2008.0,,
302,I Wake Up,137.0,Trinitron,2008,Plug Plug,Rock,"Post-Punk, Post Rock, Experimental, Punk",3073799,Peru,discogs,"1 ContributorI Wake Up LyricsI wake up every day!
I wake up every day!
I wake up every day!
Vivo...

Hey!",en,I wake up every day! I wake up every day! I wake up every day! Vivo... Hey!,0.9972246885299684,2008.0,,
303,1245,170.0,Trinitron,2008,Plug Plug,Rock,"Post-Punk, Post Rock, Experimental, Punk",3073799,Peru,discogs,"1 Contributor1245 Lyrics¡Uno!
¡Un, dos!
¡Uno!
¡Un, dos!

When you talked to me
When you talked to me, ayer
When you talked to me
When you talked to me, ayer

Why'd you said so?
Why'd you said so?
Why'd you said so?
Why'd you said so?

¡Uno!
¡Un, dos!
¡Uno!
¡Un, dos!",en,"¡Uno! ¡Un, dos! ¡Uno! ¡Un, dos! When you talked to me When you talked to me, ayer When you talked to me When you talked to me, ayer Why'd you said so? Why'd you said so? Why'd you said so? Why'd you said so? ¡Uno! ¡Un, dos! ¡Uno! ¡Un, dos!",-0.9872755408287048,2008.0,,
304,Goodbye,119.0,Trinitron,2008,Plug Plug,Rock,"Post-Punk, Post Rock, Experimental, Punk",3073799,Peru,discogs,"1 ContributorGoodbye LyricsI want to say goodbye
I want to say goodbye to you 'cause I really want to be
A different person, I guess
I want to say hello
I want to say hello to my new life, I want to live
Oh sí

Solo sé que nunca te fui infiel
Solo sé que nunca te fui infiel

And I hate myself
And I hate myself
And I hate myself
¡Por ser tan egoísta!

I want to say goodbye
I want to say goodbye to you 'cause I really want to be
A different person, I guess
I want to say hello
I want to say hello to my new life, I want to live
Oh sí

Solo sé quе nunca te fui infiel
Solo sé que nunca tе fui infiel

And I hate myself
And I hate myself
And I hate myself
¡Por ser tan egoísta!",en,"I want to say goodbye I want to say goodbye to you 'cause I really want to be A different person, I guess I want to say hello I want to say hello to my new life, I want to live Oh sí Solo sé que nunca te fui infiel Solo sé que nunca te fui infiel And I hate myself And I hate myself And I hate myself ¡Por ser tan egoísta! I want to say goodbye I want to say goodbye to you 'cause I really want to be A different person, I guess I want to say hello I want to say hello to my new life, I want to live Oh sí Solo sé quе nunca te fui infiel Solo sé que nunca tе fui infiel And I hate myself And I hate myself And I hate myself ¡Por ser tan egoísta!",-0.9367344975471495,2008.0,,
305,Summer Boy,145.0,Trinitron,2008,Plug Plug,Rock,"Post-Punk, Post Rock, Experimental, Punk",3073799,Peru,discogs,"1 ContributorSummer Boy LyricsI hate summer
I hate summer
I hate summer
I hate you!

I don't want to be, I don't want to be
I don't want to be your summer boy!
I don't want to be, I don't want to be
I don't want to be your summer boy!
I don't want to be, I don't want to be
I don't want to be your summer boy!
I don't want to be, I don't want to be
I don't want to be your summer...

I hate summer
I hate summer
I hate summer
I hate you!

I don't want to be, I don't want to be
I don't want to be your summer boy!
I don't want to be, I don't want to be
I don't want to be your summer boy!
I don't want to be, I don't want to be
I don't want to be your summer boy!
I don't want to bе, I don't want to be
I don't want to be your summer...
Boy",en,"I hate summer I hate summer I hate summer I hate you! I don't want to be, I don't want to be I don't want to be your summer boy! I don't want to be, I don't want to be I don't want to be your summer boy! I don't want to be, I don't want to be I don't want to be your summer boy! I don't want to be, I don't want to be I don't want to be your summer... I hate summer I hate summer I hate summer I hate you! I don't want to be, I don't want to be I don't want to be your summer boy! I don't want to be, I don't want to be I don't want to be your summer boy! I don't want to be, I don't want to be I don't want to be your summer boy! I don't want to bе, I don't want to be I don't want to be your summer... Boy",-0.9984130859375,2008.0,,
306,Sarrera II,,S★K★A Republik Concert ,2008,Skalariak,Reggae,Ska,7976665,Spain,discogs,"2 ContributorsSarrera II LyricsIruñeako reggae-ska taldeak Klub Ska aurkezten dizue
Du pays basque, Skalariak
Comment ça va, beti ska, és bienvenido a este lugar
Welcome, welcome, ongi etorri to the Klub Ska

Welcome, welcome, ongi etorri to the Klub Ska",en,"Iruñeako reggae-ska taldeak Klub Ska aurkezten dizue Du pays basque, Skalariak Comment ça va, beti ska, és bienvenido a este lugar Welcome, welcome, ongi etorri to the Klub Ska Welcome, welcome, ongi etorri to the Klub Ska",0.9968273043632508,2008.0,,
307,Sarrera II,,S★K★A Republik Concert ,2008,Skalariak,Reggae,Ska,7976665,Spain,discogs,"2 ContributorsSarrera II LyricsIruñeako reggae-ska taldeak Klub Ska aurkezten dizue
Du pays basque, Skalariak
Comment ça va, beti ska, és bienvenido a este lugar
Welcome, welcome, ongi etorri to the Klub Ska

Welcome, welcome, ongi etorri to the Klub Ska",en,"Iruñeako reggae-ska taldeak Klub Ska aurkezten dizue Du pays basque, Skalariak Comment ça va, beti ska, és bienvenido a este lugar Welcome, welcome, ongi etorri to the Klub Ska Welcome, welcome, ongi etorri to the Klub Ska",0.9968273043632508,2008.0,,
308,Summer,,In My Head It Works,2008,The Race,Rock,Indie Rock,4838931,France,discogs,"1 ContributorNoisy Summer LyricsChewin' on a whip, your little dress is tight
Gonna make me burn, gonna make it right
Tell your little stories and I'll never hope
That I'll end up right beside you when it comes
I'm gonna make it good this hour
Make it true

Dancing on the stairs, I'll never get back home
Gonna laugh and smile, gonna make me moan
Do your little thing and then remember why
You chose me instead of someone else
Why don't you start right now, I know you
Won't regret",en,"Chewin' on a whip, your little dress is tight Gonna make me burn, gonna make it right Tell your little stories and I'll never hope That I'll end up right beside you when it comes I'm gonna make it good this hour Make it true Dancing on the stairs, I'll never get back home Gonna laugh and smile, gonna make me moan Do your little thing and then remember why You chose me instead of someone else Why don't you start right now, I know you Won't regret",0.9993200302124025,2008.0,,
309,Killer,,In My Head It Works,2008,The Race,Rock,Indie Rock,4838931,France,discogs,"3 ContributorsKILLER LyricsShe's standing by my side
With the rain in her hair
She walks away with me
You know people stare
And I know it's not too late to try

Kill for love, and make it so I don't care
Most of the time, I felt so alone
Kill for love, and make it so I don't care
Most of the time, I felt so alone

She's standing by my side
With the rain in her hair
She walks away with me
You know people stare
And I know it's not too late to try

Kill for love, and make it so I don't care
Most of the time, I felt so alone
Kill for love, and makе it so I don't care
Most of the time, I fеlt so alone",en,"She's standing by my side With the rain in her hair She walks away with me You know people stare And I know it's not too late to try Kill for love, and make it so I don't care Most of the time, I felt so alone Kill for love, and make it so I don't care Most of the time, I felt so alone She's standing by my side With the rain in her hair She walks away with me You know people stare And I know it's not too late to try Kill for love, and make it so I don't care Most of the time, I felt so alone Kill for love, and makе it so I don't care Most of the time, I fеlt so alone",-0.979714572429657,2008.0,,
310,Gloves,,In My Head It Works,2008,The Race,Rock,Indie Rock,4838931,France,discogs,"24 ContributorsSurgical Gloves LyricsOn “Surgical Gloves,” Rae showcases his storytelling talent as he goes on to recount a tale of street-violence and drug-dealing.

Exactly 2 days after Only Built 4 Cuban Linx… Pt. II’s release, he disclosed… Read More [Intro: Raekwon]
Eight million stories, nigga
Take y'all niggas somewhere, man
Y'all niggas never heard niggas rhyme like this before, man
This ain't no Wizard of Oz shit neither, man
For real, man
Ayo

[Verse 1]
Surgical gloves, snubs in the grass with his blood
""Homie, hold that"", the four black
We black down, Gold Jag'
Ol' laughing, yo, ""Yo, what the fuck happened?""
""They clapped him in the scalp, it flew that way""
""Yo, why they capped him?"" It went through his lap
Snatched his Audemars Pig-et, took his man gold, get at
He painted it, slayed blocks, aiming it, hit a child
This is foul, but he styled with his flamer, flaming shit
Teddy with the red Range, supercharged Kangols
Rae and Ghost CD in his change, yo
Angel, Spanish kid lingo, all I know is where he hang, though
Kept it sideways, angle
Good brush, tough talk, keep it real, daddy, got them thing-os
I respect on how the game goes
The same goes for get-fresh niggas, test niggas
Extra blessed niggas with them egos
We blow you out your peacoats
Haha, ah, dios míos, we get them twelve a ki, yo
Keep it moving, slide off in the G-Os
""Freeloaders, the D's over
Your shit won't sell no more, breeze over""


[Chorus: Raekwon]
Money, gear, drugs, guns, Goodyears
All my niggas sit, smelling the tears
Cooking snow white, it's just the poor life
Never living off fear, we all millionaires, now where my shares?
(Money) You know the code, drug money, gear money, baby
(Money) You know we fold the stash holders, cash blowers, yeah
(Money) So when the D's come, we float and grab the boats, yeah
(Money) Spend off, I got my win off, have a potent year

[Verse 2]
Yeah, X6 is red, up in Albany with the dreads
Bags of black, fuck the feds, papers in Arubas
Gold tuba from Bermuda in my living room spreads
Cameras, action, got the calico cranked
""Where the food at?"", Hood jewelry on, I gots to do that
Long-chain hatchet flooded up, you knew that
Baby blue Mac, stones on the nozzle stick
Bulletproof Broccos with the Jew bitches, all I got is two cracks
Gazelle lenses, clear rude wraps, bagging every Ziploc
And my peoples sit around, cops split that
High potent white Kit-Kats, we sell up in the hood
Going door to door, every floor, every get back
My gangsta shit, get gats, for every man
""Here go a gram
Meet me by my drophead and drop your lid back""
Forty-seven quick claps (Spray off on something)


[Chorus: Raekwon]
Money, gear, drugs, guns, Goodyears
All my niggas sit, smelling the tears
Cooking snow white, it's just the poor life
Never living off fear, we all millionaires, now where my shares?
(Money) You know the code, drug money, gear money, baby
(Money) You know we fold the stash holders, cash blowers, yeah
(Money) So when the D's come, we float and grab the boats, yeah
(Money) Spend off, I got my win off, have a potent year

[Outro: Raekwon]
Spray on one of y'all, man
Streets is mine, nigga
You know what we do, for real
Straight up
It's how we playing right now, man
'Cause the streets, man
Streets is making y'all niggas see, man
But some of y'all is blind
For real",en,"Eight million stories, nigga Take y'all niggas somewhere, man Y'all niggas never heard niggas rhyme like this before, man This ain't no Wizard of Oz shit neither, man For real, man Ayo Surgical gloves, snubs in the grass with his blood ""Homie, hold that"", the four black We black down, Gold Jag' Ol' laughing, yo, ""Yo, what the fuck happened?"" ""They clapped him in the scalp, it flew that way"" ""Yo, why they capped him?"" It went through his lap Snatched his Audemars Pig-et, took his man gold, get at He painted it, slayed blocks, aiming it, hit a child This is foul, but he styled with his flamer, flaming shit Teddy with the red Range, supercharged Kangols Rae and Ghost CD in his change, yo Angel, Spanish kid lingo, all I know is where he hang, though Kept it sideways, angle Good brush, tough talk, keep it real, daddy, got them thing-os I respect on how the game goes The same goes for get-fresh niggas, test niggas Extra blessed niggas with them egos We blow you out your peacoats Haha, ah, dios míos, we get them twelve a ki, yo Keep it moving, slide off in the G-Os ""Freeloaders, the D's over Your shit won't sell no more, breeze over"" Money, gear, drugs, guns, Goodyears All my niggas sit, smelling the tears Cooking snow white, it's just the poor life Never living off fear, we all millionaires, now where my shares? (Money) You know the code, drug money, gear money, baby (Money) You know we fold the stash holders, cash blowers, yeah (Money) So when the D's come, we float and grab the boats, yeah (Money) Spend off, I got my win off, have a potent year Yeah, X6 is red, up in Albany with the dreads Bags of black, fuck the feds, papers in Arubas Gold tuba from Bermuda in my living room spreads Cameras, action, got the calico cranked ""Where the food at?"", Hood jewelry on, I gots to do that Long-chain hatchet flooded up, you knew that Baby blue Mac, stones on the nozzle stick Bulletproof Broccos with the Jew bitches, all I got is two cracks Gazelle lenses, clear rude wraps, bagging every Ziploc And my peoples sit around, cops split that High potent white Kit-Kats, we sell up in the hood Going door to door, every floor, every get back My gangsta shit, get gats, for every man ""Here go a gram Meet me by my drophead and drop your lid back"" Forty-seven quick claps (Spray off on something) Money, gear, drugs, guns, Goodyears All my niggas sit, smelling the tears Cooking snow white, it's just the poor life Never living off fear, we all millionaires, now where my shares? (Money) You know the code, drug money, gear money, baby (Money) You know we fold the stash holders, cash blowers, yeah (Money) So when the D's come, we float and grab the boats, yeah (Money) Spend off, I got my win off, have a potent year Spray on one of y'all, man Streets is mine, nigga You know what we do, for real Straight up It's how we playing right now, man 'Cause the streets, man Streets is making y'all niggas see, man But some of y'all is blind For real",-0.9972925782203674,2008.0,,
311,I Can't Tell You Why,218.0,Out In The Blue + Live At The Playroom '84 ,2008,Jimmy Barnes,Rock,Blues Rock,5042807,Australia,discogs,"1 ContributorI Can’t Tell You Why LyricsPeople fall apart, I can't tell you why
People make mistakes
Comes as no surprise
People break your heart
Can't look you in the eye
People need forgiveness, I'll tell you why

I'll tell you why and I've been there
Don't make light if you don't care
Because you just might fall
And need some understanding

The world can be so cold
I can't tell you why
It's hard to see it straight
With teardrops in your eyes

Get pushed until you break
No one by your side
Thе world can bring you down
I'll tell you why

I'll tell you why and I've been thеre
Don't make light if you don't care
Because you just might fall
And need some understanding


You got to share around some loving
With each other
There comes a time when we all need it
In our lives

People stand and cry
I can't tell you why
Watch the world roll by
Their oceans have run dry
And people hide there faces
You can't catch their eyes
People need forgiveness, I'll tell you why

I'll tell you why and I've been there
Don't make light if you don't care
Because you just might fall
And need some understanding",en,"People fall apart, I can't tell you why People make mistakes Comes as no surprise People break your heart Can't look you in the eye People need forgiveness, I'll tell you why I'll tell you why and I've been there Don't make light if you don't care Because you just might fall And need some understanding The world can be so cold I can't tell you why It's hard to see it straight With teardrops in your eyes Get pushed until you break No one by your side Thе world can bring you down I'll tell you why I'll tell you why and I've been thеre Don't make light if you don't care Because you just might fall And need some understanding You got to share around some loving With each other There comes a time when we all need it In our lives People stand and cry I can't tell you why Watch the world roll by Their oceans have run dry And people hide there faces You can't catch their eyes People need forgiveness, I'll tell you why I'll tell you why and I've been there Don't make light if you don't care Because you just might fall And need some understanding",-0.99759441614151,2008.0,,
312,Out In The Blue,287.0,Out In The Blue + Live At The Playroom '84 ,2008,Jimmy Barnes,Rock,Blues Rock,5042807,Australia,discogs,"2 ContributorsOut in the Blue LyricsThere's no looking for me girl
If I don't want me to be found
‘Cause I've been hiding for a lifetime girl
But that's all changed since you've been around

Out in the blue is where I've been
I kept my feelings deep within
My heart was covered up by scars
From out in the blue you've brought me back
You have everything I lack
Now I like the way things are

I change the habits of a lifetime girl
Just lose the old and start anew
And find direction straight down girl
Stop the lies and face the truth

Out in the blue is where I've been
I kept my feelings deep within
My heart was covered up by scars
From out in the blue you've brought me back
You have everything I lack
Now I like the way things are

I'm looking forward to what's coming now
I'm ready for life's ups and downs
And facing up to what life has in store
And it's easier with you around


Out in the blue is where I've been
I kept my feelings deep within
My heart was covered up by scars
From out in the blue you've brought me back
You have everything I lack
Now I like the way things are

The way things are…",en,There's no looking for me girl If I don't want me to be found ‘Cause I've been hiding for a lifetime girl But that's all changed since you've been around Out in the blue is where I've been I kept my feelings deep within My heart was covered up by scars From out in the blue you've brought me back You have everything I lack Now I like the way things are I change the habits of a lifetime girl Just lose the old and start anew And find direction straight down girl Stop the lies and face the truth Out in the blue is where I've been I kept my feelings deep within My heart was covered up by scars From out in the blue you've brought me back You have everything I lack Now I like the way things are I'm looking forward to what's coming now I'm ready for life's ups and downs And facing up to what life has in store And it's easier with you around Out in the blue is where I've been I kept my feelings deep within My heart was covered up by scars From out in the blue you've brought me back You have everything I lack Now I like the way things are The way things are…,0.969789445400238,2008.0,,
313,You From Me,217.0,Out In The Blue + Live At The Playroom '84 ,2008,Jimmy Barnes,Rock,Blues Rock,5042807,Australia,discogs,"1 ContributorYou from Me LyricsI can tell where the sky meets the sea
I can separate the wood from trees
But baby I just can't tell you from me
Differentiate the shades of grey
I know exactly where the night meets day
But baby I just can't tell you from me

You've got instincts I can tell
You're not running from yourself
You've known just what you wanted from the start
You took refuge in my pride
And found yourself another place to hide
In the shadow of my wounded heart

I know that man cannot an island be
I know that distance masks a tyranny
But baby I just can't tell you from me
Yeah that's right...
I know wrong from right

And maybe we can end this mystery
And drew a line that we both can see
I'll let you have your space and I'll have mine
The truth is that it wouldn't be that bad
Appreciate all that we both have
And bring us even closer girl in time


I see the cards before they're dealt
I see a soul and know the pain it has felt
But baby, I just can't tell you from me
I know the difference between wrong and right
I know the moment when to turn and fight
But baby, I just can't tell you from me
Yeah baby, I just can't tell you from me
Oh baby, I just can't tell you from me",en,"I can tell where the sky meets the sea I can separate the wood from trees But baby I just can't tell you from me Differentiate the shades of grey I know exactly where the night meets day But baby I just can't tell you from me You've got instincts I can tell You're not running from yourself You've known just what you wanted from the start You took refuge in my pride And found yourself another place to hide In the shadow of my wounded heart I know that man cannot an island be I know that distance masks a tyranny But baby I just can't tell you from me Yeah that's right... I know wrong from right And maybe we can end this mystery And drew a line that we both can see I'll let you have your space and I'll have mine The truth is that it wouldn't be that bad Appreciate all that we both have And bring us even closer girl in time I see the cards before they're dealt I see a soul and know the pain it has felt But baby, I just can't tell you from me I know the difference between wrong and right I know the moment when to turn and fight But baby, I just can't tell you from me Yeah baby, I just can't tell you from me Oh baby, I just can't tell you from me",0.993847668170929,2008.0,,
314,Blue Hotel,255.0,Out In The Blue + Live At The Playroom '84 ,2008,Jimmy Barnes,Rock,Blues Rock,5042807,Australia,discogs,"1 ContributorBlue Hotel LyricsSome paradise that draws me on
As far as I can go
Some act of god gone crazy now
For all the love in the world

Like a traveler I've come
I am just a child waitin' on the bus
Find the two of us inside the blue hotel
Where I paid my respects
And I never went to sleep all night

A lost wilderness that haunts me
Where I can't find my breath
Some sacrifice is needed before I can go on
Down the corridors I walk
I'm searching for the right number on the door

It's just another night inside the blue hotel
Where I paid my respects
And we both stayed out of sight
And I never went to sleep all night

Some paradise that holds me
I sealed it with a kiss
Some sacrifice is needed before I can go on
Before I can go on


And I paid my respects
We both stayed out of sight
I left a note by the bed
These are the words that I write
Some sacrifice is needed",en,Some paradise that draws me on As far as I can go Some act of god gone crazy now For all the love in the world Like a traveler I've come I am just a child waitin' on the bus Find the two of us inside the blue hotel Where I paid my respects And I never went to sleep all night A lost wilderness that haunts me Where I can't find my breath Some sacrifice is needed before I can go on Down the corridors I walk I'm searching for the right number on the door It's just another night inside the blue hotel Where I paid my respects And we both stayed out of sight And I never went to sleep all night Some paradise that holds me I sealed it with a kiss Some sacrifice is needed before I can go on Before I can go on And I paid my respects We both stayed out of sight I left a note by the bed These are the words that I write Some sacrifice is needed,0.9961095452308656,2008.0,,
315,Red Light,294.0,Out In The Blue + Live At The Playroom '84 ,2008,Jimmy Barnes,Rock,Blues Rock,5042807,Australia,discogs,"1 ContributorRed Light LyricsWell I'm walking down the road
I got no place left to go
Everything I used to have
Now I've got nothing left to show

Well I'm not looking for your sympathy
But I could use a little dough

Well I'm walking by the red light
Gonna find me all that I'm owed
And I know where I'm gonna be then
When the red light's gonna shine on me

And the pilgrims look for hope
Among the booze and the girls and dope
In this city institution
Find your life or lose your soul

Well I'm walking by the red light
Gonna find me all that I'm owed
And I know where I'm gonna be then
When the red light's gonna shine on me

Well the wind is blowing harder
And I just don't feel the cold


And all the girls with their lipstick smiles
They keep on walking by
They're blowing kisses in the cold night air
You'll see heaven in there eyes

Well I'm walking by the red light
Gonna find me all that I'm owed
And I know where I'm gonna be then
When the red light's

Well I'm walking by the red light
Gonna find me all that I'm owed
And I know where I'm gonna be then
When the red light's gonna shine on me

It's gonna shine on me
I said that red light's gonna shine
It's gonna shine on me
Gonna shine on me...",en,Well I'm walking down the road I got no place left to go Everything I used to have Now I've got nothing left to show Well I'm not looking for your sympathy But I could use a little dough Well I'm walking by the red light Gonna find me all that I'm owed And I know where I'm gonna be then When the red light's gonna shine on me And the pilgrims look for hope Among the booze and the girls and dope In this city institution Find your life or lose your soul Well I'm walking by the red light Gonna find me all that I'm owed And I know where I'm gonna be then When the red light's gonna shine on me Well the wind is blowing harder And I just don't feel the cold And all the girls with their lipstick smiles They keep on walking by They're blowing kisses in the cold night air You'll see heaven in there eyes Well I'm walking by the red light Gonna find me all that I'm owed And I know where I'm gonna be then When the red light's Well I'm walking by the red light Gonna find me all that I'm owed And I know where I'm gonna be then When the red light's gonna shine on me It's gonna shine on me I said that red light's gonna shine It's gonna shine on me Gonna shine on me...,0.961377501487732,2008.0,,
316,Everything Is Changing,248.0,Out In The Blue + Live At The Playroom '84 ,2008,Jimmy Barnes,Rock,Blues Rock,5042807,Australia,discogs,"1 ContributorEverything Is Changing LyricsShe tells me I'd better stop talking now baby
Glasses hiding the tears in her eyes
A rush from the poison
That runs though her veins
And still I'm drawn to that girl like a flame

I can feel everything is changing
I'm not alone

The touch from her hair
As it falls on my face
For a moment...
All of my pain disappears

With each second that passes
I'm pulled back again
And the hurting comes
When she's no longer near
Can't see clear

I can feel everything is changing
I'm not alone
Lips that taste of nobody blaming
I need to know

Won't you come back?
And help me though thе night
Won't you come back?
And help me find thе light


I can feel everything is changing
I'm not alone
Lips that taste of nobody blaming
I need to know

She tells me I'd better stop talking now baby
Glasses hiding the tears in her eyes",en,She tells me I'd better stop talking now baby Glasses hiding the tears in her eyes A rush from the poison That runs though her veins And still I'm drawn to that girl like a flame I can feel everything is changing I'm not alone The touch from her hair As it falls on my face For a moment... All of my pain disappears With each second that passes I'm pulled back again And the hurting comes When she's no longer near Can't see clear I can feel everything is changing I'm not alone Lips that taste of nobody blaming I need to know Won't you come back? And help me though thе night Won't you come back? And help me find thе light I can feel everything is changing I'm not alone Lips that taste of nobody blaming I need to know She tells me I'd better stop talking now baby Glasses hiding the tears in her eyes,0.6527587175369263,2008.0,,
317,Better Off Alone,179.0,Out In The Blue + Live At The Playroom '84 ,2008,Jimmy Barnes,Rock,Blues Rock,5042807,Australia,discogs,"2 ContributorsBetter Off Alone LyricsI can't tell you when to breathe girl
You got to do it on your own
You can't tell me what i need girl
'Cause i need to be alone

Yeah you can sit and cry
And i'll just wonder why
I let this love of ours start to lose cotrol
So while i walk away, I've just got one thing to say
Girl you'd be better off alone

It all started out so nice girl
You had your place and i had mine
But it twisted and entwined girl
You waved you hand, i jumped in time

But now I've had enough
Just leave before it gets too tough
We're better to have loved then travelled on alone
So while i walk away, I've just got one thing to say
Girl you'd be better off alone

Yeah i know that you're feeling sad girl
But your feelngs are your own
Maybe I'm just going mad girl
But I might drink until you've gone


Hell what's the use of pain?
There's nothing left that we can gain
Let's just sever ties, no excuses or long goodbyes
So until we meet again
Don't find yourself another friend
Girl you'd be better off alone",en,"I can't tell you when to breathe girl You got to do it on your own You can't tell me what i need girl 'Cause i need to be alone Yeah you can sit and cry And i'll just wonder why I let this love of ours start to lose cotrol So while i walk away, I've just got one thing to say Girl you'd be better off alone It all started out so nice girl You had your place and i had mine But it twisted and entwined girl You waved you hand, i jumped in time But now I've had enough Just leave before it gets too tough We're better to have loved then travelled on alone So while i walk away, I've just got one thing to say Girl you'd be better off alone Yeah i know that you're feeling sad girl But your feelngs are your own Maybe I'm just going mad girl But I might drink until you've gone Hell what's the use of pain? There's nothing left that we can gain Let's just sever ties, no excuses or long goodbyes So until we meet again Don't find yourself another friend Girl you'd be better off alone",-0.9900043606758118,2008.0,,
318,Water Wash All Over Me,262.0,Out In The Blue + Live At The Playroom '84 ,2008,Jimmy Barnes,Rock,Blues Rock,5042807,Australia,discogs,"1 ContributorWater Wash All Over Me LyricsIs it so hard to understand?
Looking at this broken man
How'd I ever come to be
The person staring back at me

Water wash all over me
Squeeze me 'till I cannot breathe
Blind me so I cannot see
Water wash all over me

I made my bed here on the floor
'cause she don't live here anymore
And only hope can dry my eyes
And only love can take away the pain I feel inside

Water wash all over me
Squeeze me 'till I cannot breathe
Blind me so I cannot see
Water wash all over me

Water wash all over me
Take away the pain I feel
I'm not the man I used to be
Water wash all over me

Tears of hope run like the tied
Every time I close my eyes
And I dream of better times
When you were mine


The morning sun just leaves me cold
The bitter taste of daylight only reeks of truth untold

Water wash all over me
Squeeze me 'till I cannot breathe
Blind me so I cannot see
Water wash all over me

Water wash all over me
Take away the pain I feel
I'm not the man I used to be
Water wash all over me

Wash all over me",en,Is it so hard to understand? Looking at this broken man How'd I ever come to be The person staring back at me Water wash all over me Squeeze me 'till I cannot breathe Blind me so I cannot see Water wash all over me I made my bed here on the floor 'cause she don't live here anymore And only hope can dry my eyes And only love can take away the pain I feel inside Water wash all over me Squeeze me 'till I cannot breathe Blind me so I cannot see Water wash all over me Water wash all over me Take away the pain I feel I'm not the man I used to be Water wash all over me Tears of hope run like the tied Every time I close my eyes And I dream of better times When you were mine The morning sun just leaves me cold The bitter taste of daylight only reeks of truth untold Water wash all over me Squeeze me 'till I cannot breathe Blind me so I cannot see Water wash all over me Water wash all over me Take away the pain I feel I'm not the man I used to be Water wash all over me Wash all over me,-0.9903912544250488,2008.0,,
319,I'm Surprised,174.0,Out In The Blue + Live At The Playroom '84 ,2008,Jimmy Barnes,Rock,Blues Rock,5042807,Australia,discogs,"1 ContributorI’m Surprised LyricsWell you come to me
With your accusations
And you sit me down
Put your finger in my face
And you say you want some kind of explanation
Oh but darling
Your suspicion is misplaced

So I'm surprised
You don't know me better
I'm surprised you think I'm that kind of man
I'm surprised that you don't believe me
I'm surprised that you don't understand

Yeah and I've been trying
To read the way your face moves
It might tell me
Just how long I've got to breathe
And what you're feeling about me

Well by now
We both know I was lying
And everything you nailed me with was true
And so I throw myself darling at your mercy
And I'll understand whatever you will do


So I'm surprised
You still want to see me
I'm surprised you're gonna let me live
I'm surprised your daddy hasn't killed me
I must say I was pleasantly surprised",en,Well you come to me With your accusations And you sit me down Put your finger in my face And you say you want some kind of explanation Oh but darling Your suspicion is misplaced So I'm surprised You don't know me better I'm surprised you think I'm that kind of man I'm surprised that you don't believe me I'm surprised that you don't understand Yeah and I've been trying To read the way your face moves It might tell me Just how long I've got to breathe And what you're feeling about me Well by now We both know I was lying And everything you nailed me with was true And so I throw myself darling at your mercy And I'll understand whatever you will do So I'm surprised You still want to see me I'm surprised you're gonna let me live I'm surprised your daddy hasn't killed me I must say I was pleasantly surprised,0.917461395263672,2008.0,,
